               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,             0.07919,            0.086703,            0.022518,             0.17316,             0.54485,             0.26392,             0.17951,            0.064388,            0.071916,            0.015738,           0.0064328,           0.0064328,            0.033433
                  37,            0.070907,            0.091178,            0.023027,              0.6211,             0.57812,             0.65136,             0.37716,            0.052789,            0.063334,             0.01524,           0.0065842,           0.0065842,            0.031584
                  38,            0.063417,             0.08014,             0.02165,             0.33228,             0.76562,             0.57839,             0.38865,            0.082135,            0.091047,            0.014914,           0.0067344,           0.0067344,            0.029734
                  39,            0.083809,            0.084728,            0.020367,             0.33228,             0.76562,             0.57839,             0.38865,            0.082135,            0.091047,            0.014914,           0.0068833,           0.0068833,            0.027883
                  40,            0.076484,            0.091643,            0.020079,             0.67049,             0.48438,             0.63885,             0.38558,            0.066841,            0.064594,            0.014507,           0.0070308,           0.0070308,            0.026031
                  41,            0.072257,            0.069291,            0.018754,              0.2349,             0.54688,             0.34634,             0.25825,            0.078655,            0.070856,            0.013659,            0.007177,            0.007177,            0.024177
                  42,            0.081807,            0.095428,            0.019561,              0.2349,             0.54688,             0.34634,             0.25825,            0.078655,            0.070856,            0.013659,           0.0073219,           0.0073219,            0.022322
                  43,            0.080829,            0.070607,             0.01891,              0.6572,             0.51562,             0.50386,             0.28714,            0.061575,            0.065163,            0.012738,           0.0074655,           0.0074655,            0.020465
                  44,            0.075192,            0.096098,            0.020256,              0.6572,             0.51562,             0.50386,             0.28714,            0.061575,            0.065163,            0.012738,           0.0076077,           0.0076077,            0.018608
                  45,            0.075926,            0.083574,            0.019036,             0.48968,             0.65061,             0.51883,              0.3719,            0.052852,            0.069475,            0.012267,           0.0077486,           0.0077486,            0.016749
                  46,            0.071878,            0.097573,             0.01967,             0.48968,             0.65061,             0.51883,              0.3719,            0.052852,            0.069475,            0.012267,           0.0078883,           0.0078883,            0.014888
                  47,            0.073899,            0.091585,            0.018001,             0.65988,              0.4375,             0.22925,            0.068599,            0.066402,            0.090506,            0.011977,           0.0080266,           0.0080266,            0.013027
                  48,            0.070293,            0.090903,            0.017463,             0.65988,              0.4375,             0.22925,            0.068599,            0.066402,            0.090506,            0.011977,           0.0081635,           0.0081635,            0.011164
                  49,            0.066992,            0.084239,            0.018345,             0.81839,             0.45312,             0.69779,             0.38407,            0.058035,            0.068028,            0.011274,           0.0082992,           0.0082992,           0.0092992
                  50,            0.073448,            0.077397,            0.016824,             0.81839,             0.45312,             0.69779,             0.38407,            0.058035,            0.068028,            0.011274,             0.00835,             0.00835,             0.00835
                  51,            0.072992,            0.087616,            0.017622,             0.46746,             0.80278,             0.61937,             0.46323,            0.073728,             0.10419,            0.011037,             0.00835,             0.00835,             0.00835
                  52,            0.074922,            0.084559,            0.015644,             0.46746,             0.80278,             0.61937,             0.46323,            0.073728,             0.10419,            0.011037,            0.008317,            0.008317,            0.008317
                  53,            0.073373,            0.078593,            0.016247,             0.12566,             0.61669,              0.2594,             0.11855,            0.057254,            0.073273,            0.010406,            0.008284,            0.008284,            0.008284
                  54,            0.078566,            0.085729,            0.016217,             0.12566,             0.61669,              0.2594,             0.11855,            0.057254,            0.073273,            0.010406,            0.008251,            0.008251,            0.008251
                  55,            0.077583,            0.073374,            0.015097,             0.19516,             0.84375,             0.48776,             0.24319,            0.048193,            0.073317,           0.0098815,            0.008218,            0.008218,            0.008218
                  56,            0.069624,            0.086693,            0.015542,             0.19516,             0.84375,             0.48776,             0.24319,            0.048193,            0.073317,           0.0098815,            0.008185,            0.008185,            0.008185
                  57,            0.070893,            0.076723,            0.015654,             0.56665,             0.62281,             0.45957,             0.18032,            0.062801,            0.070928,           0.0094673,            0.008152,            0.008152,            0.008152
                  58,            0.067243,            0.075185,            0.014835,             0.56665,             0.62281,             0.45957,             0.18032,            0.062801,            0.070928,           0.0094673,            0.008119,            0.008119,            0.008119
                  59,            0.072594,            0.080875,            0.015114,             0.60291,                0.75,             0.70778,             0.50777,            0.058355,            0.079252,           0.0093492,            0.008086,            0.008086,            0.008086
                  60,            0.073864,            0.074711,            0.014595,             0.60291,                0.75,             0.70778,             0.50777,            0.058355,            0.079252,           0.0093492,            0.008053,            0.008053,            0.008053
                  61,            0.075545,            0.075512,            0.013241,             0.59692,             0.72982,             0.53241,             0.30774,            0.050933,            0.073622,           0.0090954,             0.00802,             0.00802,             0.00802
                  62,            0.069056,            0.074531,            0.014731,             0.59692,             0.72982,             0.53241,             0.30774,            0.050933,            0.073622,           0.0090954,            0.007987,            0.007987,            0.007987
                  63,            0.069642,            0.086265,            0.014808,             0.75007,             0.59961,             0.75217,             0.45294,            0.048548,            0.078345,           0.0091076,            0.007954,            0.007954,            0.007954
                  64,             0.07297,            0.086358,            0.014071,             0.75007,             0.59961,             0.75217,             0.45294,            0.048548,            0.078345,           0.0091076,            0.007921,            0.007921,            0.007921
                  65,             0.06743,            0.066277,            0.013794,             0.58544,              0.6875,             0.72336,             0.33328,            0.044697,            0.062966,           0.0088771,            0.007888,            0.007888,            0.007888
                  66,            0.059451,            0.070018,            0.014197,             0.58544,              0.6875,             0.72336,             0.33328,            0.044697,            0.062966,           0.0088771,            0.007855,            0.007855,            0.007855
                  67,            0.055694,            0.065562,            0.014992,             0.82345,             0.47991,             0.64643,             0.29573,            0.052246,             0.06987,           0.0096964,            0.007822,            0.007822,            0.007822
                  68,            0.063708,            0.066424,             0.01368,             0.82345,             0.47991,             0.64643,             0.29573,            0.052246,             0.06987,           0.0096964,            0.007789,            0.007789,            0.007789
